drive,fds,result,penyds,ydsgained,numplays,postime
2,0,Punt,0,8,4,0:59
5,0,Punt,0,0,4,0:26
27,1,End of Game,5,6,10,1:50
4,0,Punt,0,4,4,1:22
14,3,Touchdown,0,86,7,0:49
6,2,Punt,0,24,7,2:11
12,0,Punt,-5,-4,6,2:22
24,4,Downs,-17,64,11,2:49
7,0,Punt,0,3,4,1:31
21,1,Touchdown,0,75,2,0:15
15,3,Field Goal,0,47,9,1:15
18,0,Punt,0,1,5,1:04
25,0,Punt,-5,3,5,2:02
19,4,Touchdown,5,49,7,2:40
26,6,Touchdown,0,72,15,3:19
23,3,Field Goal,0,58,9,3:59
9,4,Field Goal,16,45,16,5:20
8,0,Punt,0,9,4,1:55
17,2,Touchdown,5,70,7,2:35
1,0,Punt,0,9,5,1:24
13,0,Punt,0,6,4,1:25
3,0,Punt,0,5,4,1:29
22,4,Touchdown,0,75,11,2:35
10,0,Punt,0,0,6,1:02
20,1,Punt,0,15,7,2:01
16,4,Touchdown,0,75,11,4:51
11,3,Field Goal,5,44,13,6:30
