drive,fds,result,penyds,ydsgained,numplays,postime
13,5,Field Goal,6,72,15,4:11
5,1,Punt,0,15,7,2:49
1,2,Interception,0,46,8,3:02
4,1,Punt,0,27,6,2:04
15,5,Touchdown,4,76,10,2:37
3,1,Punt,0,15,7,3:32
19,0,Interception,0,1,3,0:30
21,1,Field Goal,0,50,6,1:28
22,4,Field Goal,0,59,17,5:35
9,1,Punt,0,4,8,2:16
6,2,Field Goal,-5,48,11,4:04
17,0,Fumble,0,0,2,0:41
8,0,Punt,-10,8,5,1:59
23,5,Touchdown,20,60,12,1:36
20,1,Field Goal,0,19,7,3:33
18,1,Field Goal,0,7,8,3:15
7,0,Punt,5,1,6,1:11
2,3,Missed FG,0,57,10,3:48
11,7,Touchdown,5,85,13,1:54
10,2,Punt,0,38,8,3:08
24,0,End of Game,0,-16,4,0:02
12,0,End of Half,0,-1,2,0:13
16,2,Punt,15,8,9,2:35
14,5,Touchdown,15,65,12,3:57
