drive,fds,result,penyds,ydsgained,numplays,postime
15,3,Punt,0,39,10,3:40
10,1,Punt,0,2,8,1:54
6,1,Punt,-15,14,10,4:02
14,2,Punt,20,13,8,3:44
16,4,Field Goal,10,59,16,6:15
19,0,End of Game,0,4,4,1:08
7,0,Punt,-10,6,6,1:51
2,0,Punt,0,7,5,1:19
13,2,Punt,0,29,8,3:17
4,0,Punt,0,3,4,1:26
12,4,Touchdown,7,73,12,3:55
8,3,Field Goal,21,41,15,4:52
1,6,Field Goal,5,64,20,7:54
18,2,Field Goal,0,26,15,3:51
17,2,Downs,-5,35,12,4:10
5,1,Field Goal,5,13,7,2:35
3,0,Punt,-5,6,5,1:50
11,2,Field Goal,0,51,8,0:45
9,1,Interception,0,15,4,1:32
