drive,fds,result,penyds,ydsgained,numplays,postime
14,0,Field Goal,0,2,4,1:25
11,0,Punt,0,-4,7,0:28
19,0,Punt,0,-10,5,2:15
13,1,Interception,-10,21,7,3:02
20,1,Punt,0,9,9,3:13
1,1,Punt,0,19,7,3:00
3,2,Punt,10,25,8,3:25
16,2,Punt,-20,52,11,4:58
15,2,Field Goal,-4,73,12,5:23
18,5,Touchdown,13,53,11,4:54
5,3,Touchdown,0,61,6,2:49
21,1,Interception,0,20,2,0:41
6,0,Punt,0,9,6,0:39
9,3,Touchdown,0,79,8,3:30
12,0,Downs,0,4,4,0:19
4,0,Punt,0,6,4,1:36
7,0,Punt,-9,14,5,2:21
10,3,Touchdown,0,75,9,1:13
2,1,Punt,0,11,7,3:47
22,1,End of Game,5,8,7,2:14
17,0,Punt,0,-5,5,1:55
8,5,Touchdown,0,76,14,6:53
