drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Touchdown,0,85,5,2:10
24,1,Touchdown,0,80,2,0:13
10,1,Punt,0,37,6,1:40
20,3,Touchdown,-10,83,8,2:21
30,0,Punt,0,4,5,1:05
6,1,Touchdown,0,16,2,0:05
27,3,Field Goal,9,52,11,2:34
18,1,Punt,0,24,7,2:44
28,0,Punt,0,2,5,0:53
26,0,Punt,0,8,4,1:01
31,0,Punt,0,0,4,0:24
25,1,Punt,-5,31,8,1:38
1,0,Fumble,0,18,4,1:40
5,0,Interception,0,0,1,0:11
13,0,Punt,0,7,4,1:32
34,0,End of Game,0,-3,5,1:10
29,3,Field Goal,0,49,10,3:18
33,2,Downs,-5,61,10,2:33
21,0,Punt,0,-5,5,1:01
23,0,Punt,0,8,4,1:02
11,0,Punt,-10,10,6,1:56
14,0,Punt,-5,9,5,2:16
8,0,Punt,0,9,4,1:45
19,0,Punt,0,6,4,1:42
22,1,Missed FG,5,18,6,3:31
12,0,Punt,0,4,4,1:34
16,2,Field Goal,0,43,9,1:46
7,1,Punt,0,20,7,2:58
3,0,Punt,0,9,5,2:04
32,1,Punt,5,-1,9,2:50
17,0,End of Half,0,5,4,0:40
4,1,Punt,-15,22,8,3:21
2,2,Touchdown,-5,21,8,3:54
15,0,Punt,0,3,8,0:28
