drive,fds,result,penyds,ydsgained,numplays,postime
1,0,Fumble,0,0,1,0:07
21,4,Touchdown,0,80,10,3:38
17,4,Field Goal,5,55,11,4:31
7,4,Field Goal,0,51,14,6:29
10,2,Field Goal,0,68,8,3:34
20,3,Touchdown,-5,85,9,3:41
4,0,Punt,0,1,4,1:27
6,0,Punt,5,-1,6,1:59
13,1,End of Half,-10,11,6,0:35
14,2,Punt,-5,35,11,4:26
11,3,Field Goal,0,56,11,2:03
5,3,Field Goal,29,33,9,4:19
22,0,Punt,0,6,5,1:47
9,1,Interception,0,32,4,2:06
19,2,Field Goal,0,41,6,2:55
12,0,Punt,0,7,8,0:38
18,0,Punt,-5,1,7,1:21
8,0,Punt,0,6,5,1:49
2,1,Touchdown,0,17,4,1:29
16,3,Touchdown,0,58,6,2:52
24,2,End of Game,0,47,9,1:44
15,1,Fumble,0,50,4,1:58
3,2,Punt,-5,18,9,3:25
23,1,Downs,0,20,6,1:07
