drive,fds,result,penyds,ydsgained,numplays,postime
13,2,Touchdown,0,52,5,1:12
5,4,Touchdown,0,80,10,3:46
1,3,Field Goal,0,68,10,4:48
4,5,Touchdown,-5,70,13,5:51
15,2,Touchdown,15,65,5,1:00
27,4,Touchdown,-10,82,10,2:38
3,0,Punt,0,4,4,0:59
19,0,Punt,0,8,5,0:55
21,2,Punt,5,11,8,2:17
22,0,Punt,0,9,5,1:55
9,1,Field Goal,0,20,6,2:55
6,0,Punt,-8,7,6,1:50
17,1,Punt,5,18,6,1:41
31,0,End of Game,0,-7,2,0:06
8,0,Punt,0,-1,5,1:01
23,0,Punt,0,0,4,2:00
20,0,Punt,0,1,4,0:58
18,5,Field Goal,5,77,14,6:35
7,2,Touchdown,0,62,4,1:24
25,3,Touchdown,0,79,8,1:28
28,0,Interception,0,0,2,0:05
29,1,Interception,5,13,12,1:44
2,0,Punt,0,-7,5,2:27
11,0,Missed FG,0,-1,4,0:57
10,0,Fumble,0,0,3,0:12
24,3,Touchdown,34,40,7,2:21
12,0,Punt,0,-7,5,1:57
16,0,Punt,0,2,5,0:56
30,0,Punt,0,8,6,1:48
14,3,End of Half,0,71,11,0:41
26,0,Punt,0,5,5,1:33
