drive,fds,result,penyds,ydsgained,numplays,postime
9,0,End of Half,0,9,3,0:41
17,2,Punt,0,26,9,4:10
4,0,Punt,5,0,6,0:52
5,4,Field Goal,0,56,14,5:27
15,2,Touchdown,-10,88,7,2:53
6,3,Missed FG,-15,66,10,4:26
16,0,Punt,-10,13,6,1:45
20,1,Field Goal,0,15,5,0:26
19,1,Punt,0,17,7,1:17
13,0,Punt,0,8,5,1:35
1,1,Punt,0,13,8,3:06
18,3,Punt,-10,48,11,4:21
8,3,Touchdown,0,40,8,1:36
11,3,Touchdown,-10,90,11,2:25
2,2,Touchdown,0,90,6,0:55
10,4,Touchdown,0,80,11,4:18
12,2,Field Goal,-10,60,11,4:40
14,0,Punt,0,9,4,2:10
3,6,Touchdown,0,80,19,7:57
7,3,Blocked FG,0,47,12,5:00
