drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,4,4,1:09
10,4,Touchdown,0,91,9,4:09
20,3,Touchdown,-10,91,12,4:41
6,4,Touchdown,0,97,10,4:17
18,1,Interception,-10,29,6,1:56
1,0,Punt,0,8,6,1:15
5,0,Punt,0,6,5,1:33
13,0,Field Goal,0,4,4,0:31
21,0,Punt,0,0,5,1:20
11,0,Punt,0,3,6,1:10
14,0,End of Half,0,-1,3,0:11
8,3,Interception,-5,47,9,4:26
19,1,Fumble,0,21,3,1:19
22,3,End of Game,15,26,14,6:38
12,0,Punt,0,3,5,1:01
16,5,Touchdown,0,80,14,4:30
7,2,Punt,0,31,11,4:57
3,3,Touchdown,-5,41,11,3:10
17,0,Punt,-9,18,7,2:28
4,0,Punt,0,5,5,1:28
2,0,Interception,0,3,2,0:43
15,6,Touchdown,24,56,16,7:08
