drive,fds,result,penyds,ydsgained,numplays,postime
9,1,Punt,0,18,6,1:41
10,3,Touchdown,0,72,7,3:22
20,0,Punt,-5,8,8,1:50
6,1,Punt,0,22,8,2:51
18,3,Field Goal,10,34,16,5:39
1,0,Punt,0,6,5,1:59
5,1,Punt,0,15,9,3:16
13,3,End of Half,0,50,7,0:23
21,1,End of Game,0,21,2,0:21
11,4,Touchdown,0,80,10,3:16
14,3,Field Goal,0,60,16,6:57
8,0,Punt,0,8,4,1:58
19,3,Touchdown,0,82,7,0:50
12,3,Touchdown,-5,76,13,2:18
16,1,Punt,0,23,9,4:15
7,0,Punt,0,5,5,1:55
3,0,Fumble,0,-3,3,0:11
17,4,Downs,0,74,15,7:01
4,0,Field Goal,0,5,4,1:27
2,3,Field Goal,0,39,10,5:23
15,3,Field Goal,-5,76,11,3:07
