drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,0,4,1:33
10,0,Punt,-5,3,7,1:36
20,0,Interception,0,-5,3,0:46
6,5,Touchdown,-5,79,17,6:09
18,4,Missed FG,5,46,15,5:36
1,0,Interception,0,0,2,0:09
5,4,Touchdown,0,60,8,4:01
13,0,Punt,-6,12,6,2:05
21,1,Downs,0,13,10,2:08
11,4,Field Goal,-15,72,12,1:41
14,3,Field Goal,0,44,9,4:21
8,1,Punt,0,31,7,3:29
19,0,Punt,0,-2,5,1:41
22,0,End of Game,-5,-9,3,0:28
12,0,End of Half,0,0,2,0:01
16,0,Punt,-5,12,6,2:07
7,2,Punt,11,13,10,2:25
3,1,Punt,-5,15,9,3:58
17,5,Touchdown,-5,85,14,6:23
4,0,Punt,-10,7,5,1:53
2,2,Field Goal,-15,27,7,3:05
15,5,Touchdown,5,75,11,4:25
