drive,fds,result,penyds,ydsgained,numplays,postime
4,1,Field Goal,0,20,7,4:06
3,0,Fumble,0,13,1,0:07
17,1,Punt,-10,26,7,2:35
22,1,Downs,0,14,10,2:00
8,2,Touchdown,0,39,5,0:55
14,1,Interception,0,42,4,1:21
19,2,Touchdown,0,80,5,1:16
12,6,Touchdown,-15,94,14,6:03
9,2,Punt,0,21,10,2:42
5,1,Punt,0,12,8,2:49
1,5,Touchdown,0,85,10,3:14
23,0,End of Game,0,-5,2,0:34
13,1,Punt,-5,24,10,1:02
21,3,Field Goal,5,44,17,5:29
2,0,Punt,0,1,5,1:03
16,2,Punt,-20,43,11,5:21
15,2,Touchdown,0,66,6,1:58
11,4,Touchdown,0,54,9,3:20
20,0,Punt,0,-10,5,1:29
6,1,Punt,-12,19,5,1:52
18,5,Field Goal,6,84,18,7:57
10,0,Punt,-10,5,5,1:39
7,0,Punt,0,5,4,1:08
