drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Touchdown,-10,68,8,2:24
24,2,Interception,0,44,7,2:34
10,0,Punt,0,8,6,0:30
20,0,Fumble,0,0,1,0:08
6,0,Punt,0,7,5,2:12
27,1,End of Game,0,9,7,2:57
18,0,Punt,0,2,4,0:59
26,1,Downs,0,10,5,0:54
25,0,Downs,5,4,5,2:08
1,6,Touchdown,20,64,12,4:45
5,2,Field Goal,0,85,9,4:44
13,4,Touchdown,10,54,12,4:46
21,0,Missed FG,0,8,4,1:23
23,1,Punt,15,13,6,3:19
11,1,Downs,0,23,8,1:14
14,0,Punt,0,8,5,2:12
8,1,Punt,0,-4,8,2:32
19,0,Punt,0,0,5,2:04
22,0,Punt,0,6,4,1:30
12,2,Fumble,0,38,5,2:00
16,3,Touchdown,0,63,4,1:29
7,1,Punt,-3,9,6,2:38
3,0,Punt,0,5,4,1:26
17,0,Interception,0,0,2,0:13
4,1,Punt,-5,18,8,3:19
2,1,Punt,-5,21,9,4:16
15,0,Punt,0,7,4,1:24
