drive,fds,result,penyds,ydsgained,numplays,postime
14,3,Touchdown,0,80,8,0:51
11,1,Interception,15,0,3,0:23
19,1,Punt,-10,33,7,2:59
23,1,Punt,0,2,6,2:22
27,5,End of Game,0,71,11,1:51
13,3,Field Goal,0,49,13,3:40
20,3,Touchdown,-6,91,11,3:38
1,2,Punt,0,38,10,3:51
3,1,Touchdown,0,35,2,0:06
16,1,Punt,7,6,9,2:38
26,1,Touchdown,0,41,8,1:07
15,0,End of Half,0,2,5,0:53
18,2,Punt,30,9,8,2:19
24,0,Fumble,0,8,3,1:36
5,0,Punt,0,8,4,0:52
21,0,Touchdown,0,0,2,0:14
6,0,Punt,5,4,5,2:37
9,1,Fumble,0,23,4,2:10
12,2,Touchdown,0,30,4,1:31
4,0,Punt,0,5,5,1:07
7,1,Punt,0,11,6,2:13
10,2,Touchdown,10,17,6,1:56
2,0,Punt,0,6,4,1:22
22,5,Touchdown,12,59,12,4:16
25,4,Touchdown,2,31,11,2:35
17,2,Punt,0,29,9,4:25
8,3,Punt,-10,19,11,6:28
