drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Missed FG,5,24,9,3:28
24,0,End of Game,0,-1,2,0:12
10,1,Punt,0,18,8,2:55
20,0,Punt,-10,9,5,2:03
6,7,Touchdown,10,74,14,4:46
18,0,Punt,0,3,5,1:07
1,0,Punt,0,8,5,2:09
5,0,Punt,-15,16,7,2:11
13,0,Punt,-10,8,6,1:27
21,0,Punt,-10,7,6,1:38
23,2,Downs,-10,39,13,2:50
11,4,Field Goal,0,66,12,1:45
14,3,Field Goal,0,48,10,4:49
8,0,Punt,0,3,5,0:52
19,0,Missed FG,0,7,4,1:37
22,0,Punt,0,9,4,2:17
12,0,End of Half,0,0,2,0:02
16,3,Field Goal,-10,52,16,6:35
7,2,Touchdown,0,71,7,1:56
3,1,Interception,-5,34,5,2:24
17,5,Touchdown,0,75,8,3:00
4,5,Touchdown,0,80,14,7:23
2,0,Fumble,0,12,1,0:09
15,3,Touchdown,0,75,7,2:25
