drive,fds,result,penyds,ydsgained,numplays,postime
27,0,End of Game,0,-1,2,0:35
23,2,Field Goal,0,44,12,4:03
7,6,Touchdown,0,75,13,4:19
15,0,Punt,0,9,5,1:55
10,1,Punt,0,19,7,1:33
6,4,Touchdown,0,71,10,5:17
4,4,Touchdown,0,85,9,3:26
25,0,Punt,0,-2,6,2:34
3,1,Punt,-5,17,9,2:53
16,3,Touchdown,0,78,11,4:12
26,0,Downs,0,8,4,0:23
12,3,Touchdown,0,75,8,1:12
21,1,Field Goal,15,11,5,2:04
2,1,Touchdown,5,75,3,0:11
8,2,Touchdown,0,75,6,2:04
24,1,Punt,0,3,7,1:20
9,3,Field Goal,-20,84,11,4:50
14,0,Interception,0,7,3,0:10
22,0,Interception,0,-9,4,1:01
18,3,Field Goal,0,46,14,5:30
5,0,Punt,0,-6,5,1:33
13,1,Downs,5,14,9,0:33
20,1,Downs,-5,18,6,1:34
11,1,Touchdown,0,12,5,0:27
19,0,Punt,-5,-6,7,2:23
17,2,Touchdown,15,40,7,2:26
1,0,Punt,0,6,5,1:32
