drive,fds,result,penyds,ydsgained,numplays,postime
9,3,Punt,-25,64,15,7:15
24,5,End of Game,-10,66,14,2:36
10,1,Fumble,0,25,3,0:50
20,0,"Fumble, Safety",0,-2,3,0:55
6,2,Field Goal,0,28,7,2:52
18,0,Punt,-10,2,6,1:23
1,2,Punt,0,37,9,3:39
5,0,Interception,0,0,1,0:08
13,3,Field Goal,0,41,9,1:14
21,7,Touchdown,9,53,25,9:56
23,0,Punt,0,8,5,1:55
11,2,Touchdown,0,29,5,2:04
14,3,Touchdown,0,83,9,0:31
8,1,Fumble,0,14,7,2:46
19,0,Punt,-5,6,5,2:10
22,0,Punt,0,7,5,1:24
12,0,Punt,-5,5,7,1:48
16,0,Punt,-5,-5,6,1:48
7,0,Interception,-20,4,5,1:14
3,1,Interception,0,23,4,2:11
17,4,Field Goal,5,47,12,5:58
4,1,Punt,0,17,5,1:24
2,0,Punt,0,9,4,2:04
15,2,Touchdown,-5,82,7,1:55
