drive,fds,result,penyds,ydsgained,numplays,postime
27,0,Punt,-15,10,6,2:50
11,2,Field Goal,0,36,8,3:51
23,1,Touchdown,0,25,2,0:09
3,3,Field Goal,4,54,13,4:48
10,1,Fumble,0,27,5,1:42
17,0,Punt,-5,8,6,1:15
1,0,Punt,-5,4,6,0:59
5,2,Punt,15,17,6,1:28
26,2,Interception,0,25,6,1:19
8,0,Punt,0,6,5,1:00
15,2,Punt,5,13,9,2:41
21,0,Punt,-5,0,5,0:50
7,3,Field Goal,0,51,8,3:21
28,1,Punt,-14,13,7,1:42
13,5,Field Goal,5,70,14,1:33
14,0,Punt,0,4,5,1:37
25,2,Touchdown,0,38,5,1:38
9,3,Touchdown,0,71,5,1:29
29,2,End of Game,15,12,7,2:33
6,0,Punt,0,7,5,1:07
12,2,Punt,0,26,9,1:05
18,3,Touchdown,32,19,10,1:57
19,3,Field Goal,27,30,10,2:42
20,1,Punt,-10,15,8,2:07
2,2,Touchdown,0,62,6,2:24
4,3,Punt,-15,56,13,5:13
16,4,Touchdown,-5,92,9,3:44
24,0,Interception,0,0,4,0:24
22,2,Interception,-10,31,5,2:32
