drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,-11,6,1:00
18,1,Punt,0,17,10,1:49
6,5,Field Goal,5,66,12,4:40
14,3,Field Goal,15,29,11,4:27
7,1,Fumble,-10,75,6,2:46
8,2,Punt,-10,43,13,4:00
10,0,Punt,0,2,5,0:53
19,2,End of Game,0,37,4,0:57
12,2,Missed FG,0,33,8,3:12
16,2,Punt,-20,46,11,6:01
11,3,Missed FG,0,46,11,3:40
3,0,Punt,0,7,5,1:44
17,4,Downs,-10,65,14,4:16
4,4,Field Goal,-15,67,11,3:58
2,5,Touchdown,-10,75,16,7:11
1,0,Punt,-4,13,6,2:18
5,1,Punt,-5,14,7,2:23
13,1,Punt,-20,22,7,2:20
15,1,Punt,-5,9,10,2:25
