drive,fds,result,penyds,ydsgained,numplays,postime
13,0,Fumble,0,9,3,0:27
5,1,Punt,-10,25,7,2:30
19,0,Punt,0,1,7,0:26
4,6,Touchdown,0,75,13,3:31
15,0,Punt,0,4,6,2:18
18,1,Downs,0,19,9,2:49
3,6,Touchdown,6,88,14,5:13
1,4,Field Goal,0,76,14,5:35
11,5,Touchdown,0,75,12,5:35
9,0,End of Half,0,4,3,0:26
6,0,Punt,0,-5,4,1:33
17,6,Touchdown,20,60,13,5:50
10,4,Touchdown,0,75,10,3:44
8,4,Field Goal,-5,61,16,4:08
12,2,Field Goal,0,27,8,3:35
16,2,Interception,0,73,6,2:11
20,2,End of Game,-5,54,9,1:30
2,1,Punt,0,37,7,2:33
14,2,Field Goal,14,16,6,1:35
7,2,Field Goal,5,38,12,4:31
