drive,fds,result,penyds,ydsgained,numplays,postime
9,1,Punt,0,20,5,2:25
10,0,Fumble,0,-3,4,1:01
20,5,Touchdown,0,80,16,7:27
6,2,Interception,-10,39,7,3:58
18,0,Punt,0,6,4,1:27
1,3,Interception,0,67,10,4:50
5,1,Punt,5,6,8,2:43
13,5,Touchdown,32,53,12,1:46
21,0,Punt,0,-7,5,1:54
11,1,Touchdown,0,4,3,0:42
14,0,End of Half,0,0,2,0:03
8,1,Punt,5,7,5,2:01
19,2,Field Goal,0,54,9,2:53
22,2,End of Game,5,16,10,3:11
12,0,Punt,0,-3,7,0:49
16,6,Touchdown,0,80,16,6:10
7,0,Punt,0,5,5,2:08
3,3,Fumble,5,38,6,2:04
17,1,Punt,-10,25,7,1:47
4,1,Punt,0,15,8,2:12
2,3,Punt,0,34,9,3:18
15,5,Touchdown,11,70,13,4:46
