drive,fds,result,penyds,ydsgained,numplays,postime
17,0,Punt,0,2,4,0:58
26,0,Interception,0,-12,5,0:47
24,0,Fumble,0,5,2,0:08
16,2,Punt,0,28,8,2:35
20,1,Field Goal,-15,12,6,2:48
19,0,Interception,0,4,3,0:48
22,0,Fumble,0,3,1,0:10
27,0,End of Game,0,-3,5,1:10
8,1,Field Goal,0,29,5,2:05
18,6,Touchdown,4,70,17,6:28
11,0,End of Half,0,-1,3,0:13
23,1,Touchdown,0,13,6,1:50
2,0,Punt,0,8,5,1:53
14,0,Punt,0,5,5,0:45
7,0,Interception,0,0,2,0:09
9,0,Punt,-5,-4,6,2:23
25,3,Touchdown,0,31,9,2:45
4,4,Touchdown,0,62,8,3:30
5,5,Touchdown,-5,80,18,6:50
15,0,Punt,0,4,4,0:59
6,2,Touchdown,0,75,6,2:16
21,1,Punt,0,19,7,1:49
13,4,Touchdown,0,48,12,4:18
3,1,Punt,0,7,7,3:59
1,6,Touchdown,0,75,13,4:28
10,5,Touchdown,-6,53,20,2:14
12,0,Punt,-10,1,7,1:42
