drive,fds,result,penyds,ydsgained,numplays,postime
1,5,Touchdown,0,75,10,4:03
21,1,Downs,0,22,7,1:49
17,3,Touchdown,-5,61,11,3:34
7,0,Punt,0,3,4,2:10
10,2,Punt,0,30,11,3:13
20,2,Punt,-10,39,11,4:14
4,0,Punt,0,9,5,1:31
6,1,Punt,0,20,8,1:36
13,0,Missed FG,0,9,5,1:18
14,0,End of Half,0,-1,2,0:13
11,0,Punt,0,-7,7,0:41
5,3,Field Goal,5,39,8,4:03
22,0,Field Goal,0,3,5,1:45
9,4,Touchdown,-5,80,15,4:43
19,3,Field Goal,0,62,12,3:36
12,0,Interception,0,0,1,0:09
18,2,Touchdown,-5,80,7,1:41
8,2,Field Goal,-5,36,8,1:32
2,1,Interception,0,11,6,2:30
16,4,Field Goal,4,60,13,5:49
15,4,Field Goal,5,48,17,5:37
3,1,Field Goal,-15,27,5,2:18
23,0,End of Game,0,4,5,1:55
