drive,fds,result,penyds,ydsgained,numplays,postime
9,3,Missed FG,5,36,13,5:07
10,2,Touchdown,-10,68,7,2:22
20,2,Interception,15,14,7,0:44
6,2,Touchdown,0,68,7,2:39
18,5,Touchdown,0,80,11,2:18
1,2,Punt,-15,32,11,3:45
5,2,Interception,-10,42,5,1:26
13,7,Touchdown,3,62,22,8:40
21,0,End of Game,0,-4,5,1:52
11,0,End of Half,0,-1,2,0:20
14,0,Punt,-10,3,8,2:29
8,2,Field Goal,0,43,7,3:22
19,1,Punt,0,27,10,3:20
12,6,Touchdown,5,75,13,5:26
16,0,Punt,-15,14,6,1:37
7,1,Punt,-9,23,10,3:49
3,1,Punt,0,16,5,0:51
17,0,Field Goal,0,-1,5,1:30
4,1,Punt,-15,29,7,3:07
2,1,Punt,0,20,6,3:12
15,0,Punt,0,0,4,2:04
