drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Missed FG,0,53,9,3:17
10,1,Punt,0,16,5,2:56
20,1,Downs,0,20,8,1:13
6,0,Punt,0,8,5,1:39
18,1,Downs,0,20,7,2:14
1,6,Touchdown,-1,81,16,5:36
5,4,Touchdown,0,82,9,2:49
13,4,Field Goal,-10,74,14,6:35
21,0,End of Game,0,-3,4,1:54
11,4,Field Goal,17,51,12,2:06
14,1,Punt,15,0,6,1:36
8,1,Touchdown,0,1,2,0:03
19,2,Field Goal,-10,34,13,3:43
12,2,Field Goal,15,45,10,0:35
16,1,Punt,0,17,5,2:24
7,0,Fumble,0,-9,3,0:50
3,0,Punt,0,7,5,1:25
17,6,Touchdown,10,57,17,7:27
4,5,Touchdown,5,69,12,4:39
2,3,Field Goal,10,34,11,4:05
15,2,Punt,0,36,7,2:54
