drive,fds,result,penyds,ydsgained,numplays,postime
1,1,Punt,-10,12,9,2:57
7,5,Touchdown,5,72,8,2:37
14,4,Downs,0,55,12,6:14
17,4,Field Goal,0,71,15,5:55
4,6,Field Goal,-4,72,20,7:05
8,5,Touchdown,-10,90,15,3:40
19,2,Field Goal,0,21,9,3:07
15,1,Punt,0,18,5,2:18
6,6,Touchdown,8,68,14,5:27
5,0,Punt,0,5,5,1:21
9,0,Punt,-3,0,6,0:41
2,4,Touchdown,0,55,6,2:22
21,0,End of Game,0,-1,2,0:27
3,1,Punt,-5,20,9,2:39
11,0,Fumble,0,-5,2,0:12
13,3,Touchdown,0,80,8,2:18
12,2,Interception,5,15,4,0:55
16,4,Touchdown,0,80,8,3:16
20,3,Downs,0,54,11,1:42
10,1,Touchdown,0,9,2,0:04
18,7,Touchdown,4,76,13,4:43
