drive,fds,result,penyds,ydsgained,numplays,postime
1,4,Touchdown,20,57,14,6:04
6,0,Punt,0,8,4,1:32
12,4,Field Goal,5,63,16,6:37
8,1,Field Goal,0,10,8,2:40
15,2,Field Goal,15,49,10,3:55
5,0,Punt,0,2,4,1:39
10,2,Fumble,0,37,6,2:29
2,6,Touchdown,5,75,13,5:49
3,4,Interception,-10,81,13,6:53
13,1,Blocked FG,0,24,7,2:51
7,0,"Blocked Punt, Downs",0,6,4,2:03
11,4,Touchdown,0,60,8,3:13
14,3,Field Goal,0,49,9,5:40
9,1,End of Half,15,5,4,0:39
4,1,Punt,0,20,6,2:41
16,3,Field Goal,0,71,17,4:37
17,2,End of Game,0,48,5,0:38
