drive,fds,result,penyds,ydsgained,numplays,postime
9,1,Interception,5,14,5,1:39
24,1,Punt,0,35,12,2:54
10,5,Touchdown,-10,94,14,6:31
20,2,Fumble,5,37,10,3:00
6,2,Punt,-5,41,9,3:22
18,1,Touchdown,0,24,3,0:10
26,0,End of Game,0,-1,2,0:37
25,1,Downs,-5,45,6,1:10
1,0,Blocked Punt,0,0,5,0:23
5,2,Field Goal,17,21,10,2:52
13,1,Punt,0,19,8,2:35
21,4,Touchdown,0,62,11,3:01
23,5,Touchdown,24,51,8,2:07
11,6,Touchdown,-10,90,16,2:53
14,0,Fumble,0,-11,1,0:08
8,1,Fumble,0,3,6,2:24
19,5,Touchdown,0,79,7,2:12
22,1,Punt,0,16,6,2:14
12,0,End of Half,0,7,2,0:30
16,2,Punt,-5,26,11,3:32
7,1,Fumble,0,13,2,0:45
3,4,Field Goal,0,58,11,3:50
17,2,Fumble,0,37,6,2:34
4,0,Punt,-5,14,6,1:46
2,1,Punt,-5,9,8,3:05
15,3,Punt,0,35,10,3:46
