drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Field Goal,5,40,9,3:49
18,3,Field Goal,-5,54,10,2:07
6,4,Touchdown,-5,85,14,5:22
14,1,Punt,0,18,7,2:50
7,7,Touchdown,12,68,19,4:45
8,0,End of Half,0,-1,3,0:09
10,2,Punt,5,34,12,4:56
19,4,Field Goal,21,38,16,2:27
12,1,Touchdown,0,70,4,0:24
16,0,Punt,0,-2,4,1:43
11,1,Punt,0,5,7,2:57
3,2,Field Goal,0,56,10,4:10
17,4,Touchdown,0,38,7,2:56
4,2,Field Goal,0,70,9,3:08
2,2,Field Goal,15,16,8,3:15
1,0,Punt,0,-5,5,1:51
5,6,Touchdown,4,76,19,7:20
13,3,Field Goal,0,53,11,2:54
15,1,Punt,0,12,6,2:57
