drive,fds,result,penyds,ydsgained,numplays,postime
9,0,End of Half,0,0,2,0:02
10,0,Fumble,-5,-11,5,0:19
20,5,Touchdown,-5,85,14,5:20
6,2,Punt,0,22,8,3:57
18,3,Fumble,0,48,9,3:21
1,6,Field Goal,-10,83,16,6:41
5,2,Missed FG,0,30,8,3:38
13,3,Fumble,0,56,6,3:01
21,2,Punt,0,31,14,2:48
23,0,End of Game,0,-1,2,0:14
11,1,Touchdown,0,4,3,0:48
14,0,Punt,-4,4,5,1:03
8,3,Field Goal,0,50,10,1:08
19,4,Field Goal,10,36,14,6:24
22,0,Interception,0,0,2,0:09
12,0,Punt,0,-3,5,1:46
16,0,Punt,0,8,4,1:35
7,5,Field Goal,0,68,17,6:03
3,4,Field Goal,-10,61,12,4:40
17,1,Punt,0,9,6,1:25
4,0,Punt,0,4,6,1:26
2,2,Touchdown,0,80,7,2:25
15,0,Punt,0,6,4,1:47
