drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Touchdown,0,45,4,1:23
24,3,Touchdown,0,80,11,4:04
10,5,Touchdown,14,66,10,2:10
20,1,Touchdown,0,3,2,0:05
6,0,Safety,-10,-12,3,0:38
18,1,Punt,-10,15,9,2:41
26,0,End of Game,0,-2,6,0:58
25,2,Field Goal,-5,45,9,1:00
1,0,Punt,0,3,5,1:34
5,2,Field Goal,0,34,8,3:03
13,1,Punt,0,25,6,2:26
21,1,Fumble,15,-6,6,1:44
23,2,Punt,-13,54,8,2:39
11,4,Field Goal,0,55,14,1:52
14,0,Interception,0,6,2,0:41
8,0,Punt,-10,2,6,1:16
19,0,Fumble,0,-7,4,0:51
22,6,Touchdown,5,78,14,4:19
12,3,Field Goal,0,67,10,3:42
16,3,Touchdown,5,64,6,1:37
7,4,Touchdown,2,57,14,5:33
3,6,Interception,0,75,18,7:52
17,0,Punt,-17,9,6,1:31
4,0,Punt,-15,10,6,1:34
2,1,Punt,-15,23,8,3:05
15,1,Field Goal,6,5,6,1:42
