drive,fds,result,penyds,ydsgained,numplays,postime
10,0,Punt,0,1,5,1:03
5,0,Punt,0,6,4,1:33
17,3,Punt,6,37,14,6:15
21,3,Field Goal,-20,61,18,6:44
7,2,Punt,-5,24,9,3:05
12,6,Interception,0,87,12,1:39
19,2,Field Goal,31,16,8,2:56
14,5,Touchdown,3,77,12,4:20
9,6,Touchdown,0,81,12,5:41
15,1,Interception,0,18,4,0:55
20,0,Punt,0,6,5,2:02
1,5,Touchdown,0,80,11,4:12
2,0,Punt,0,1,5,0:56
6,3,Field Goal,0,68,10,3:23
16,3,Touchdown,0,39,7,3:30
11,0,Punt,0,0,5,1:03
22,1,Downs,0,30,8,0:54
4,2,Punt,-10,30,8,4:32
8,1,Punt,0,23,5,1:32
3,0,Punt,-10,7,5,1:19
13,0,Field Goal,0,0,1,0:02
23,0,End of Game,0,-2,3,0:48
18,0,Punt,0,-5,4,1:36
