drive,fds,result,penyds,ydsgained,numplays,postime
3,0,Interception,-10,3,3,1:11
10,0,Field Goal,-10,16,5,2:44
20,1,Punt,-5,23,9,2:40
5,0,Punt,0,4,4,0:55
7,0,Punt,0,-3,6,2:09
4,2,Downs,-5,36,9,5:16
2,0,Punt,0,3,5,1:09
18,0,Field Goal,0,2,4,0:42
17,0,Interception,0,-1,2,0:48
19,1,Punt,0,18,6,1:59
13,4,Touchdown,15,40,5,0:30
21,5,Touchdown,-10,80,11,5:07
23,2,Field Goal,0,58,12,1:19
25,0,End of Game,0,-1,2,0:11
16,4,Interception,0,76,7,4:07
1,3,Field Goal,0,70,10,4:11
9,0,Interception,0,3,3,1:31
12,0,Punt,-11,13,7,2:55
22,2,Field Goal,-15,66,15,7:03
24,0,Interception,0,8,3,0:25
15,3,Punt,0,43,13,5:39
8,0,Punt,0,9,4,2:05
6,4,Touchdown,0,60,8,1:48
11,1,Punt,0,17,6,2:19
14,3,Missed FG,14,38,12,1:17
