drive,fds,result,penyds,ydsgained,numplays,postime
9,3,Missed FG,-10,69,13,0:42
10,0,End of Half,0,-1,2,0:01
20,3,Missed FG,15,37,10,5:06
6,1,Missed FG,-10,25,9,3:33
18,0,Punt,0,-9,4,1:03
1,4,Field Goal,0,58,16,8:32
5,0,Punt,0,3,4,1:31
13,3,Touchdown,15,53,7,1:45
21,0,Punt,0,7,5,1:44
11,4,Touchdown,-10,85,14,5:48
14,3,Touchdown,0,75,6,1:36
8,2,Field Goal,0,41,11,3:22
19,5,Interception,-5,86,8,4:30
22,5,Field Goal,15,51,17,1:49
12,0,Punt,0,3,5,1:24
16,0,Punt,0,-1,4,1:25
7,1,Interception,0,24,3,1:14
3,2,Punt,-10,33,11,4:47
17,1,Fumble,0,31,6,2:45
4,3,Punt,0,46,9,4:29
2,0,Punt,0,9,5,1:49
15,0,Punt,0,4,5,1:05
