drive,fds,result,penyds,ydsgained,numplays,postime
18,0,Interception,0,1,2,0:42
15,2,Touchdown,0,20,9,3:49
24,0,End of Game,0,1,2,0:34
2,3,Punt,0,48,8,4:20
1,1,Punt,0,20,6,1:49
17,0,Punt,0,4,5,1:54
23,0,Punt,0,1,8,1:11
11,3,Missed FG,5,38,10,0:56
14,2,"Blocked Punt, Downs",5,19,10,3:51
8,2,Fumble,-5,38,7,2:03
4,3,Field Goal,15,38,13,4:38
13,3,Touchdown,5,62,7,2:02
7,0,Interception,0,0,1,0:14
5,2,Touchdown,-10,91,6,1:53
20,3,Touchdown,0,80,8,1:53
22,5,Touchdown,17,63,13,1:55
3,5,Field Goal,5,68,17,7:06
6,1,Downs,-10,28,7,2:55
19,3,Field Goal,-10,37,10,6:11
21,0,Punt,0,3,6,1:42
10,3,Field Goal,22,27,11,2:20
9,4,Touchdown,15,38,6,1:46
12,2,Downs,22,25,12,3:24
16,1,Touchdown,0,80,4,0:52
