drive,fds,result,penyds,ydsgained,numplays,postime
19,3,Field Goal,10,52,14,1:36
5,6,Touchdown,18,43,8,2:41
4,0,Punt,0,4,4,1:44
21,0,End of Game,0,-1,2,0:04
9,0,Punt,0,-13,6,1:26
3,1,Punt,0,18,6,2:09
7,0,Punt,0,0,5,2:09
12,0,End of Half,0,-1,3,0:14
15,5,Touchdown,-16,86,17,7:43
20,0,Interception,0,0,3,0:17
16,5,Field Goal,0,77,13,5:14
13,4,Field Goal,0,63,13,6:25
6,3,Touchdown,0,66,10,3:24
2,1,Punt,0,14,7,3:32
11,4,Touchdown,0,80,9,0:41
14,0,Punt,0,7,5,1:02
8,4,Field Goal,15,41,15,9:31
1,0,Punt,0,3,5,1:39
17,2,Punt,0,37,9,3:57
10,0,Punt,0,4,4,0:50
18,3,Field Goal,22,36,10,3:42
