drive,fds,result,penyds,ydsgained,numplays,postime
19,1,Punt,0,22,8,2:04
5,1,Punt,14,-6,8,2:54
4,3,Field Goal,5,36,14,4:51
21,5,Touchdown,-10,78,21,3:03
9,0,Punt,0,9,4,1:42
3,2,Field Goal,18,17,9,4:11
7,2,Field Goal,0,33,7,2:59
12,2,Field Goal,-10,60,9,4:07
15,3,Field Goal,0,46,11,5:00
20,3,Field Goal,-5,69,15,6:47
16,0,Punt,0,9,5,1:59
13,0,Punt,0,-9,5,1:34
6,2,Field Goal,0,38,9,2:50
2,0,Interception,0,0,1,0:12
11,2,End of Half,0,27,10,0:35
14,2,Touchdown,0,45,4,1:21
8,0,Punt,0,5,5,0:38
1,0,Punt,0,-3,5,2:07
17,0,Punt,0,-9,5,1:50
10,4,Field Goal,0,60,18,7:01
18,1,Field Goal,0,35,6,2:15
