drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,5,5,1:55
10,0,Fumble,0,46,2,1:03
20,0,Punt,0,1,6,0:31
6,2,Field Goal,-5,64,9,3:24
18,1,Punt,0,22,9,2:28
1,6,Touchdown,0,75,12,5:30
5,4,Touchdown,0,72,10,4:09
13,0,Fumble,0,-3,2,0:44
21,4,End of Game,5,63,12,1:39
11,5,Touchdown,0,63,12,4:54
14,0,Missed FG,0,7,4,0:52
8,2,End of Half,-5,32,12,0:38
19,2,Fumble,0,45,8,1:50
12,0,Punt,0,9,5,2:03
16,5,Touchdown,0,88,14,6:35
7,6,Touchdown,0,73,16,7:09
3,3,Field Goal,-10,54,10,4:59
17,5,Touchdown,-5,80,11,2:34
4,0,Punt,0,7,5,1:34
2,0,Punt,-10,11,6,2:37
15,1,Punt,0,23,6,2:52
