drive,fds,result,penyds,ydsgained,numplays,postime
7,6,Interception,15,58,11,3:41
9,0,End of Half,0,0,2,0:03
22,0,End of Game,0,0,4,1:53
19,0,Downs,0,5,4,0:55
8,3,Field Goal,-5,79,11,2:25
17,4,Touchdown,0,70,9,3:12
5,3,Punt,0,35,14,3:54
1,0,Punt,0,-1,5,0:54
4,5,Touchdown,6,54,9,3:12
16,1,Punt,0,10,5,1:41
2,4,Touchdown,0,59,9,3:49
13,3,Downs,-10,68,15,5:07
6,4,Field Goal,10,67,12,4:57
21,1,Interception,0,12,4,0:27
18,1,Punt,0,21,7,2:58
12,1,Punt,0,13,6,1:34
14,1,Punt,0,14,7,3:04
20,3,Touchdown,0,25,9,2:24
10,2,Punt,0,29,9,2:45
15,0,Punt,-15,15,4,1:20
11,1,Punt,0,10,7,2:40
3,4,Field Goal,0,63,14,7:05
