drive,fds,result,penyds,ydsgained,numplays,postime
1,0,Punt,0,8,5,1:29
21,0,Punt,-5,-1,5,1:59
17,2,Punt,0,34,8,2:30
7,0,Interception,0,0,1,0:08
10,6,Touchdown,25,51,13,4:02
20,4,Missed FG,18,60,17,5:59
4,0,Punt,-2,10,5,2:24
6,1,Punt,-15,29,9,3:23
13,1,Punt,-6,27,9,3:49
25,2,Touchdown,0,72,7,1:59
14,0,Punt,0,5,5,0:38
11,0,Punt,0,6,5,1:45
5,1,Field Goal,0,15,5,1:21
28,4,Downs,-20,63,21,3:40
26,0,Fumble,0,16,4,1:20
27,3,Interception,24,8,9,2:41
22,2,Downs,0,52,9,3:13
9,0,Punt,-5,4,8,0:41
29,0,End of Game,0,-1,3,0:01
19,0,Punt,-10,10,6,2:42
12,1,Punt,0,18,7,2:42
18,0,Punt,-2,1,4,1:29
8,2,Touchdown,0,32,4,0:37
2,2,Field Goal,8,27,9,3:11
16,0,End of Half,0,-1,3,0:11
24,2,Touchdown,0,43,4,0:54
15,0,Punt,-5,9,6,1:37
3,0,Punt,0,9,5,2:02
23,0,Punt,0,4,4,1:33
