drive,fds,result,penyds,ydsgained,numplays,postime
17,0,Punt,0,2,5,1:10
26,0,Interception,-5,7,4,0:33
24,0,Punt,-10,6,6,1:09
16,2,Field Goal,-5,63,10,4:28
20,1,Punt,-5,23,8,3:37
19,4,Interception,19,46,12,2:51
22,1,Punt,-7,24,7,3:16
27,0,End of Game,0,-2,3,1:16
8,0,Punt,0,6,4,1:05
18,3,Touchdown,-5,49,8,3:18
11,1,Punt,-10,20,8,2:21
23,1,Field Goal,5,49,8,1:59
2,5,Touchdown,5,56,11,2:50
14,0,End of Half,0,-1,3,0:05
7,2,Punt,-10,40,11,5:31
9,1,Touchdown,-20,57,5,0:58
25,0,Punt,0,-11,7,0:28
4,0,Punt,5,1,6,1:26
5,1,Punt,-5,23,7,2:23
15,4,Field Goal,0,57,15,5:18
6,0,Punt,0,9,4,1:16
21,0,Punt,0,5,4,0:37
13,4,Field Goal,0,53,13,1:23
3,2,Touchdown,0,80,7,1:36
1,1,Punt,0,4,7,2:17
10,3,Field Goal,-5,65,12,4:18
12,2,Punt,-10,29,11,2:31
