drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Field Goal,-15,63,9,4:20
24,4,Touchdown,0,82,10,2:56
10,0,Punt,0,5,7,0:49
20,1,Punt,0,9,5,1:35
6,1,Punt,5,7,7,1:47
27,1,End of Game,0,19,7,3:19
18,0,Punt,0,6,4,1:29
26,3,Punt,0,35,10,3:47
25,1,Touchdown,0,80,5,1:43
1,0,Interception,0,5,3,0:44
5,3,Field Goal,5,58,12,4:25
13,0,End of Half,0,0,1,0:02
21,2,Downs,-5,39,8,3:03
23,0,Fumble,0,-16,1,0:06
11,0,Interception,0,0,1,0:09
14,1,Punt,0,18,8,2:43
8,2,Touchdown,0,26,7,2:41
19,1,Punt,-1,31,8,2:11
22,0,Punt,0,7,4,2:07
12,3,Touchdown,0,46,10,1:26
16,1,Punt,0,19,7,2:36
7,1,Fumble,-5,20,7,3:41
3,0,Punt,-5,7,6,1:33
17,0,Punt,0,5,4,1:27
4,4,Field Goal,5,62,12,6:04
2,2,Touchdown,0,18,6,2:19
15,0,Punt,0,1,4,0:58
