drive,fds,result,penyds,ydsgained,numplays,postime
9,2,End of Half,5,23,10,1:06
18,5,Touchdown,10,70,17,7:00
6,3,Field Goal,44,35,14,6:08
14,1,Punt,0,18,5,2:08
7,4,Touchdown,5,65,9,3:11
8,2,Punt,0,35,10,2:35
10,2,Punt,0,33,8,2:54
19,0,Punt,-10,7,7,0:58
12,0,Field Goal,0,6,4,1:26
16,5,Touchdown,0,53,12,4:47
11,0,Interception,0,0,1,0:12
3,1,Punt,0,6,6,1:31
17,6,Touchdown,-10,92,13,5:24
4,3,Touchdown,0,34,8,3:07
2,3,Field Goal,5,43,13,5:50
1,2,Punt,5,21,8,3:07
5,3,Touchdown,-10,90,10,3:25
13,2,Downs,0,35,11,3:27
15,0,Safety,0,-10,1,0:11
20,0,End of Game,0,-3,4,1:33
