drive,fds,result,penyds,ydsgained,numplays,postime
9,4,Touchdown,0,74,6,2:04
24,0,Interception,0,-3,2,0:50
10,1,Punt,0,14,6,1:17
20,1,Punt,0,21,7,1:16
6,2,Downs,29,18,9,3:14
27,1,Missed FG,0,36,8,3:47
18,6,Touchdown,0,80,16,6:31
28,3,Downs,8,29,18,2:39
26,3,Touchdown,0,80,10,2:22
25,1,Touchdown,0,36,2,0:09
1,0,Punt,0,0,7,0:24
5,1,Punt,0,14,6,1:47
13,2,Interception,0,29,5,1:59
29,0,End of Game,0,-1,2,0:05
21,1,Punt,0,-1,7,3:02
23,0,Punt,0,2,4,1:29
11,4,Field Goal,0,51,11,4:39
14,1,Punt,0,16,9,0:56
8,0,Punt,0,5,4,1:20
19,8,Touchdown,14,66,20,7:25
22,0,Punt,0,0,4,0:25
12,0,Punt,0,1,5,0:53
16,0,Punt,-5,1,7,0:36
7,2,Punt,0,21,9,3:10
3,0,Punt,0,6,4,1:27
17,1,End of Half,0,14,3,0:35
4,4,Field Goal,9,44,16,3:48
2,0,Punt,0,-6,4,1:24
15,0,Punt,0,3,4,0:27
