drive,fds,result,penyds,ydsgained,numplays,postime
1,2,Punt,-5,36,11,5:01
9,3,Touchdown,0,39,9,2:48
24,1,Punt,0,4,7,1:41
18,2,Field Goal,0,49,9,4:30
20,1,Punt,0,17,8,1:29
25,0,Punt,0,2,5,1:24
15,0,Punt,0,6,4,1:43
16,0,Punt,0,2,4,0:55
14,0,Punt,0,9,4,1:37
19,4,Touchdown,0,79,10,4:00
17,1,Missed FG,0,51,6,1:52
23,3,Touchdown,0,40,8,4:11
6,4,Field Goal,5,44,15,6:15
12,0,Punt,0,-3,5,1:02
8,0,Punt,0,0,5,0:34
13,1,Missed FG,0,21,5,2:22
5,1,Missed FG,0,61,7,1:34
10,3,Punt,10,5,9,1:58
2,1,Punt,0,11,7,2:14
3,3,Punt,-5,43,12,5:17
7,1,Touchdown,0,80,5,0:52
11,3,End of Half,0,59,8,1:43
22,2,Interception,0,47,6,1:23
21,1,Touchdown,-5,79,3,0:16
4,1,Punt,36,4,6,1:44
26,2,End of Game,0,27,9,1:35
