drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,9,5,2:26
1,1,Punt,5,17,8,2:43
22,2,Field Goal,0,37,8,2:56
12,3,Field Goal,0,44,16,3:18
4,0,Field Goal,0,6,4,1:11
11,0,Punt,0,5,6,1:02
2,1,Interception,0,16,4,2:00
20,3,Punt,5,37,12,7:32
13,0,Punt,0,3,7,1:01
15,0,Punt,0,3,5,2:08
10,4,Touchdown,0,81,7,3:28
18,5,Touchdown,-5,77,15,8:35
8,1,Interception,5,9,7,2:55
6,1,Punt,-25,21,8,2:27
19,5,Downs,23,53,14,3:30
23,5,End of Game,0,66,12,1:53
14,1,End of Half,0,19,6,0:33
3,0,Interception,0,3,2,0:52
17,0,Punt,0,-2,5,2:18
7,3,Field Goal,0,54,11,3:43
16,3,Touchdown,15,48,3,0:37
5,1,Punt,0,20,6,2:21
21,1,Interception,0,16,2,0:31
