drive,fds,result,penyds,ydsgained,numplays,postime
9,1,Interception,0,15,4,1:42
10,4,Touchdown,0,80,11,3:46
20,0,Punt,-10,5,7,2:03
6,1,Punt,0,15,7,2:40
18,6,Touchdown,8,72,13,4:27
1,2,Punt,0,38,9,3:16
5,3,Field Goal,0,60,14,6:00
13,1,Interception,0,13,3,1:18
21,8,Touchdown,9,86,16,3:20
23,6,Touchdown,18,80,7,1:02
11,2,Missed FG,0,44,10,0:36
14,1,Touchdown,0,15,3,0:43
8,5,Touchdown,0,79,9,3:43
19,3,Downs,5,30,9,2:28
22,0,Punt,0,4,8,1:32
12,0,Punt,0,7,6,1:34
16,2,Touchdown,0,89,7,2:31
7,0,Punt,0,6,4,1:38
3,2,Field Goal,0,34,9,3:37
17,1,Field Goal,-5,49,8,1:58
4,0,Punt,0,4,5,1:00
2,1,Punt,-10,23,6,2:02
15,7,Touchdown,0,83,17,7:04
