drive,fds,result,penyds,ydsgained,numplays,postime
9,3,Downs,0,37,8,1:06
18,0,Interception,-5,8,5,1:15
6,2,Downs,5,36,8,3:05
14,5,Field Goal,-15,91,16,7:36
7,0,Downs,0,9,5,1:40
8,0,Punt,0,1,5,0:54
10,1,Punt,-10,23,7,3:06
19,0,Field Goal,0,-2,3,0:30
12,1,Field Goal,0,49,5,2:42
16,1,Punt,-5,25,8,4:15
11,0,Punt,0,1,4,2:09
3,2,Punt,0,38,12,3:46
17,3,Field Goal,0,68,12,3:17
4,0,Punt,0,8,4,2:04
2,7,Touchdown,10,65,16,6:34
1,6,Touchdown,0,75,14,7:46
5,2,Field Goal,0,59,6,3:05
13,1,Punt,0,12,6,1:49
15,1,Punt,5,11,9,3:21
