drive,fds,result,penyds,ydsgained,numplays,postime
27,1,Fumble,-8,17,5,2:19
23,0,Punt,0,-1,4,1:41
7,2,Punt,5,35,10,5:19
15,6,Touchdown,15,73,14,5:03
10,3,Touchdown,0,80,10,3:19
6,0,Punt,-15,4,6,1:35
32,0,End of Game,0,-4,4,1:43
4,1,Punt,17,-5,7,2:49
29,2,Touchdown,10,32,8,1:19
25,1,Touchdown,0,3,3,0:48
3,2,Field Goal,15,20,5,1:57
16,1,Punt,0,16,6,1:44
26,0,Punt,0,8,5,1:15
12,0,Missed FG,0,0,1,0:04
21,0,Punt,0,9,5,2:03
2,2,Missed FG,5,26,7,2:35
8,3,Touchdown,-16,96,9,2:55
24,0,Fumble,0,-9,2,0:41
9,2,Interception,0,46,6,2:26
30,0,Punt,0,8,5,1:25
14,0,Punt,0,0,4,0:20
22,1,Punt,-5,17,6,1:23
18,0,Punt,-5,-1,5,1:18
5,1,Punt,0,17,7,3:09
13,0,Fumble,0,22,3,0:48
20,0,Punt,0,-8,4,0:46
31,0,Punt,0,6,6,1:17
28,3,Touchdown,6,18,5,0:57
11,0,Punt,0,-2,8,0:33
19,0,Punt,0,0,4,1:43
17,0,Punt,0,7,4,1:27
1,2,Punt,0,27,9,3:19
