drive,fds,result,penyds,ydsgained,numplays,postime
1,3,Touchdown,0,73,8,2:39
6,1,Punt,-5,16,9,2:39
12,0,Punt,0,4,5,1:18
8,0,Interception,0,0,1,0:14
20,2,End of Game,0,25,5,0:57
18,1,Punt,0,7,8,3:17
15,2,Punt,-15,36,11,4:51
5,0,Punt,0,5,4,1:25
10,1,Punt,0,28,6,2:37
2,0,Punt,-5,6,6,1:05
3,4,Touchdown,0,45,10,4:49
13,0,Punt,0,3,4,0:51
7,2,Punt,0,22,9,5:12
11,3,Missed FG,0,45,14,2:29
14,5,Touchdown,3,77,12,4:40
9,2,Touchdown,0,26,7,2:37
4,1,Punt,-10,22,10,4:14
19,2,Punt,-10,33,14,4:24
16,2,Field Goal,0,69,11,4:06
17,3,Field Goal,-15,72,14,5:36
