drive,fds,result,penyds,ydsgained,numplays,postime
21,2,Touchdown,0,61,5,2:10
10,0,Punt,0,2,4,0:58
20,0,Punt,0,-1,4,1:50
22,6,Touchdown,0,71,15,5:01
2,2,Interception,0,24,6,3:39
13,0,End of Half,0,-1,2,0:03
17,9,Touchdown,21,59,16,8:28
8,4,Field Goal,10,55,12,6:32
1,0,Punt,0,5,5,1:31
4,0,Punt,0,4,4,2:04
14,1,Punt,5,9,6,1:42
12,3,Field Goal,-10,54,13,2:40
6,1,Punt,0,10,5,2:08
16,1,Field Goal,0,13,5,1:28
19,0,Punt,5,2,5,1:55
23,1,End of Game,0,10,10,4:13
7,0,Punt,0,3,4,2:14
18,0,Punt,0,12,6,2:12
15,0,Punt,-19,7,5,1:01
5,1,Punt,11,14,7,4:09
3,0,Punt,0,3,5,1:29
11,0,Punt,-4,2,5,1:47
9,0,Interception,0,9,3,0:46
