drive,fds,result,penyds,ydsgained,numplays,postime
17,5,Touchdown,-2,68,14,5:43
26,2,Interception,0,26,7,1:14
24,3,Interception,10,33,9,2:23
29,0,End of Game,0,-2,3,0:58
16,1,Interception,0,4,3,0:09
20,0,Punt,0,6,4,0:47
19,0,Punt,0,8,4,1:08
22,2,Field Goal,0,17,10,2:49
27,0,Punt,0,6,6,1:07
8,1,Punt,0,9,5,1:12
18,0,Punt,-10,10,6,1:22
11,0,Punt,0,3,4,1:12
23,6,Touchdown,0,72,12,5:32
2,0,Punt,0,9,5,1:58
14,0,Punt,0,7,4,0:41
7,0,Punt,0,-1,4,1:41
9,1,Punt,0,16,7,2:13
25,0,Punt,0,3,5,1:45
4,3,Punt,0,54,13,4:15
5,1,Punt,5,10,6,1:28
15,2,Missed FG,5,31,9,0:53
6,0,Punt,-5,14,5,1:34
28,4,Interception,0,76,10,1:58
21,2,Interception,0,33,8,3:14
13,1,Punt,5,7,8,1:34
3,2,Punt,0,33,8,2:50
1,1,Punt,-10,11,6,1:23
10,1,Punt,0,34,7,3:15
12,3,Field Goal,0,44,9,3:42
