drive,fds,result,penyds,ydsgained,numplays,postime
25,0,Punt,-5,11,8,1:51
18,1,Punt,0,8,5,1:42
15,0,Fumble,0,10,2,0:15
24,6,Touchdown,15,62,9,2:38
2,0,Punt,-10,17,5,2:09
1,0,Punt,-5,2,6,1:09
17,2,Punt,21,11,10,3:28
23,1,Missed FG,0,20,8,4:27
11,1,Punt,0,17,8,3:46
14,0,Punt,0,3,5,1:40
8,0,Punt,0,-2,4,2:18
4,0,Punt,0,9,5,2:19
13,0,End of Half,0,-1,2,0:10
7,1,Punt,0,26,7,1:47
26,5,Touchdown,15,60,10,1:35
5,0,Punt,0,3,4,1:33
20,0,Punt,0,-2,7,2:28
22,0,Punt,0,-10,4,0:57
3,3,Touchdown,15,53,5,1:55
6,2,Punt,-16,45,9,4:47
19,3,Field Goal,-5,54,11,6:05
21,0,Punt,-10,1,5,2:07
10,2,Punt,0,39,9,4:19
9,0,Punt,0,8,4,2:10
12,1,Punt,0,11,8,1:38
16,0,Interception,0,0,1,0:11
27,1,End of Game,0,12,8,0:36
