drive,fds,result,penyds,ydsgained,numplays,postime
10,0,Interception,0,0,2,0:14
9,8,Touchdown,5,86,19,5:35
16,3,Field Goal,0,39,10,2:58
1,3,Field Goal,0,46,12,5:59
8,1,Fumble,0,41,3,1:08
6,0,Punt,0,4,4,1:12
20,4,End of Game,0,59,11,2:00
12,5,Fumble,10,45,12,4:45
14,5,Field Goal,15,56,13,4:10
3,4,Touchdown,2,50,13,4:57
4,1,Punt,-5,19,7,2:12
7,6,Touchdown,5,87,11,5:39
11,0,Field Goal,0,4,3,0:19
2,0,Punt,0,5,5,1:42
19,1,Downs,0,16,5,3:09
18,1,Downs,0,14,7,2:37
5,0,Punt,-5,8,6,1:03
17,1,Punt,0,18,8,4:11
15,4,Touchdown,0,88,10,3:56
13,0,Punt,0,8,4,2:14
