drive,fds,result,penyds,ydsgained,numplays,postime
9,4,Touchdown,0,63,9,3:09
10,0,Punt,0,4,5,1:11
20,1,Punt,0,17,7,1:34
6,0,Interception,0,2,2,0:58
18,3,Touchdown,-5,67,8,2:09
1,2,Punt,0,27,10,4:30
5,0,Punt,-5,12,6,1:44
13,1,Punt,0,17,7,1:37
21,2,Touchdown,-5,63,6,2:51
23,1,End of Game,-5,9,10,1:35
11,5,Touchdown,20,55,16,2:28
14,0,Punt,0,-10,4,1:18
8,0,Punt,0,2,5,1:38
19,4,Interception,-20,60,16,7:51
22,5,Touchdown,3,79,20,2:39
12,2,End of Half,0,28,9,0:39
16,0,Punt,0,1,4,1:57
7,2,Field Goal,20,32,9,4:12
3,0,Punt,0,4,5,1:48
17,2,Missed FG,-3,52,11,4:46
4,0,Punt,0,5,4,1:29
2,5,Touchdown,0,86,13,6:14
15,0,Punt,0,-2,4,1:43
