drive,fds,result,penyds,ydsgained,numplays,postime
1,2,Field Goal,0,46,8,3:09
7,1,Punt,0,19,8,4:15
14,3,Touchdown,0,75,9,3:15
17,0,Missed FG,0,8,4,1:33
23,1,Punt,0,10,8,1:03
4,6,Touchdown,0,80,17,6:51
8,2,Punt,0,38,13,2:41
19,1,Punt,0,27,6,2:29
15,3,Field Goal,5,60,13,4:23
6,3,Touchdown,5,33,8,3:32
5,0,Punt,-5,-13,6,2:40
9,1,Punt,0,28,6,0:50
2,5,Touchdown,6,69,10,3:24
21,0,Punt,0,0,7,1:20
3,2,Punt,5,25,10,2:30
24,5,Touchdown,0,70,13,5:07
11,1,Punt,-5,30,8,2:37
13,3,Field Goal,0,34,9,4:00
22,4,Touchdown,5,37,5,0:46
12,0,Punt,0,-4,4,2:21
16,1,Interception,0,12,3,0:31
20,3,Field Goal,0,62,13,3:40
10,0,End of Half,0,-1,2,0:08
18,4,Touchdown,0,56,9,2:02
