drive,fds,result,penyds,ydsgained,numplays,postime
2,2,Interception,-15,44,10,4:29
5,1,Downs,0,39,7,2:21
4,0,Punt,0,9,4,1:37
14,1,Downs,0,19,6,1:47
6,1,Punt,0,19,5,1:23
12,1,Punt,0,15,8,1:00
24,4,Touchdown,11,69,11,3:33
7,2,Punt,-5,37,8,3:07
21,2,Touchdown,0,29,4,1:06
15,2,Field Goal,0,24,6,2:34
18,2,Touchdown,0,93,5,2:03
25,0,Punt,0,6,8,0:23
19,5,Field Goal,5,61,13,4:54
26,4,End of Game,0,72,9,1:37
23,1,Field Goal,0,16,7,3:39
9,5,Touchdown,0,83,10,4:23
8,0,Punt,0,0,4,1:53
17,2,Punt,15,21,6,1:53
1,1,Punt,0,13,8,3:00
13,0,End of Half,0,-1,2,0:07
3,4,Fumble,0,60,10,4:26
22,0,Interception,0,0,2,0:13
10,0,Interception,-5,-4,6,1:33
20,0,Blocked Punt,0,9,5,1:48
16,5,Field Goal,5,66,11,4:30
11,1,Touchdown,0,2,5,0:41
