drive,fds,result,penyds,ydsgained,numplays,postime
1,1,Punt,-5,25,9,2:40
21,5,Touchdown,-4,95,13,4:25
17,0,Punt,-5,6,8,1:42
7,3,Field Goal,12,50,8,2:28
10,0,Field Goal,-5,4,5,1:18
20,3,Punt,5,32,13,5:40
4,1,Punt,0,25,7,2:49
6,0,Punt,0,6,4,1:31
13,1,Field Goal,0,30,4,0:16
14,4,Touchdown,0,80,9,3:22
11,1,Punt,15,9,7,2:38
5,2,Punt,5,22,8,2:27
22,1,Downs,0,20,8,0:36
9,0,Blocked Punt,0,7,4,2:11
19,5,Touchdown,5,59,13,4:43
12,3,Interception,0,44,10,3:06
18,0,Punt,0,7,4,1:31
8,1,Punt,0,6,9,3:13
2,1,Punt,-5,23,8,3:48
16,1,Touchdown,0,29,4,1:17
15,2,Fumble,0,21,9,4:55
3,1,Fumble,-4,68,4,1:35
23,1,End of Game,0,11,6,1:49
