drive,fds,result,penyds,ydsgained,numplays,postime
14,1,Downs,0,39,5,2:39
2,6,Touchdown,-7,87,16,5:56
5,6,Touchdown,5,75,12,6:05
20,1,Field Goal,0,37,7,1:58
9,5,Touchdown,9,71,12,4:59
4,1,Punt,-20,44,8,3:49
8,0,End of Half,0,6,1,0:20
17,0,Punt,0,3,5,0:59
6,1,Punt,-5,17,8,3:32
12,0,Interception,0,-2,4,0:30
1,4,Field Goal,-5,60,14,5:49
3,0,Punt,0,1,5,0:57
7,2,Punt,-5,40,11,3:32
19,0,Punt,0,3,6,0:21
10,4,Touchdown,-5,85,12,4:57
15,1,Missed FG,-5,66,6,3:01
13,0,Missed FG,0,-2,4,1:17
16,3,Field Goal,34,37,12,2:46
18,2,Punt,5,5,6,1:42
11,5,Touchdown,0,80,12,4:51
