drive,fds,result,penyds,ydsgained,numplays,postime
9,1,Punt,0,26,6,2:39
24,0,End of Game,0,-2,2,0:29
10,3,Punt,-5,30,13,1:54
20,1,Punt,0,18,7,3:22
6,1,Interception,0,13,5,1:52
18,1,Punt,0,17,6,1:23
1,5,Fumble,0,63,12,5:56
5,2,Field Goal,-10,52,10,4:45
13,2,Touchdown,0,59,4,1:01
21,2,Interception,0,61,10,1:35
23,0,Downs,0,4,4,0:40
11,0,End of Half,0,-1,2,0:01
14,2,Field Goal,0,34,9,3:20
8,2,Interception,0,54,9,2:55
19,3,Interception,0,56,9,4:19
22,2,Punt,0,30,10,3:34
12,0,Punt,0,-12,5,2:21
16,2,Downs,0,36,9,5:00
7,0,Field Goal,0,3,5,0:54
3,4,Field Goal,35,32,13,5:55
17,1,Downs,0,24,5,1:27
4,0,Punt,0,2,5,0:59
2,3,Touchdown,0,63,6,2:10
15,0,Interception,0,1,4,1:29
