drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Touchdown,0,85,5,1:58
1,1,Punt,0,11,8,2:32
22,0,Punt,0,5,4,1:42
12,0,End of Half,0,-1,2,0:06
4,0,Punt,0,2,5,1:12
11,2,Punt,5,21,12,1:38
2,2,Punt,5,22,9,4:35
20,0,Punt,0,9,4,1:57
13,0,Punt,0,0,5,0:39
24,0,Punt,0,4,9,1:12
15,3,Touchdown,44,43,7,1:56
25,0,Interception,0,5,4,0:21
10,0,Punt,0,-4,7,1:20
18,4,Touchdown,0,63,7,2:49
8,0,Punt,-10,13,5,1:57
6,1,Field Goal,0,25,5,1:59
19,2,Punt,-10,48,12,3:47
28,0,End of Game,0,-5,4,1:52
23,5,Touchdown,0,73,10,2:51
14,0,Punt,0,5,4,1:02
3,5,Field Goal,0,78,17,8:00
17,0,Punt,0,-1,5,1:38
7,0,Punt,0,1,5,1:22
16,4,Touchdown,0,80,9,3:32
27,1,Interception,-5,14,4,0:27
5,1,Fumble,0,7,6,3:21
21,2,Punt,0,19,9,3:47
26,0,Punt,0,0,6,0:28
