drive,fds,result,penyds,ydsgained,numplays,postime
19,6,Touchdown,13,67,14,5:29
5,4,Touchdown,15,47,6,2:08
24,0,End of Game,0,-3,5,1:24
4,0,Punt,0,-7,5,1:38
21,1,Punt,0,11,7,1:49
23,4,Touchdown,0,44,9,2:57
9,5,Touchdown,0,94,13,5:57
3,5,Touchdown,5,51,11,4:10
7,0,Punt,0,6,5,1:21
12,3,Field Goal,-5,70,13,1:51
15,1,Punt,0,21,7,2:27
20,0,Punt,0,3,5,2:22
16,1,Punt,0,17,5,2:49
13,2,Downs,0,38,7,2:46
6,1,Punt,5,9,6,1:46
2,0,Punt,0,3,5,1:48
11,0,Punt,0,3,5,1:18
14,2,Touchdown,0,58,5,1:54
8,2,Punt,-15,33,11,3:56
1,3,Touchdown,10,70,10,3:09
17,3,Interception,5,37,7,2:46
10,0,Punt,0,5,5,0:58
18,2,Field Goal,15,18,5,2:10
22,0,Punt,-1,0,5,1:07
