drive,fds,result,penyds,ydsgained,numplays,postime
1,0,Punt,0,9,5,1:48
6,0,Punt,0,6,4,1:41
12,3,Field Goal,-20,76,21,4:55
8,0,Punt,0,4,6,1:03
20,0,End of Game,0,-3,4,1:38
18,5,Touchdown,-5,76,12,4:02
15,1,Punt,0,13,7,4:04
5,1,Punt,-10,30,7,3:08
10,0,Punt,0,-6,4,1:03
2,0,Punt,0,6,4,1:32
3,1,Fumble,0,28,5,2:03
13,0,Punt,0,6,5,1:25
7,3,Touchdown,-5,87,9,2:59
11,3,Field Goal,0,51,9,4:02
14,4,Downs,0,66,13,7:46
9,2,Missed FG,0,31,10,4:46
4,0,Punt,0,-10,4,1:00
19,1,Interception,0,10,8,1:07
16,4,Field Goal,0,56,13,6:26
17,1,Punt,0,4,8,3:32
