drive,fds,result,penyds,ydsgained,numplays,postime
14,3,Interception,0,38,9,4:39
11,1,Punt,0,24,8,1:30
19,5,Touchdown,5,70,11,3:59
23,4,Interception,0,65,10,4:09
13,2,Touchdown,0,64,5,0:57
20,0,Interception,0,2,4,0:59
1,0,Punt,-10,16,6,1:54
3,0,Punt,-10,17,5,1:53
16,2,Punt,0,30,8,2:30
15,1,Punt,5,23,7,1:59
18,1,Touchdown,0,23,3,0:45
24,2,Punt,-5,30,13,3:10
5,3,Field Goal,15,64,10,5:17
21,1,Touchdown,0,7,3,0:43
6,5,Touchdown,0,80,12,4:33
9,0,Safety,0,-9,5,1:27
12,4,Touchdown,0,62,11,4:27
4,1,Punt,0,9,6,2:20
7,0,Punt,0,1,5,1:54
10,1,Punt,0,20,7,1:28
2,1,Punt,-5,15,7,2:15
22,1,Touchdown,0,60,3,0:09
25,2,End of Game,0,21,4,0:45
17,0,Punt,0,2,4,0:49
8,2,Field Goal,-5,54,11,5:29
